Nose,Neck,Right_Shoulder,Right_Elbow,Right_Wrist,Left_Shoulder,Left_Elbow,Left_Wrist,Right_Hip,Right_Knee,Right_Ankle,Left_Hip,Left_Knee,Left_Ankle,Right_Eye,Left_Eye,Right_Ear,Left_Ear
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=255.9375)","Coordinate(x=374.15386962890625, y=255.9375)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=413.5384826660156, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=340.3955993652344, y=255.9375)","Coordinate(x=374.15386962890625, y=255.9375)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=255.9375)","Coordinate(x=379.7802429199219, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=255.9375)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=362.901123046875, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=250.3125)","Coordinate(x=334.76922607421875, y=255.9375)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=362.901123046875, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=250.3125)","Coordinate(x=340.3955993652344, y=255.9375)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=362.901123046875, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=250.3125)","Coordinate(x=340.3955993652344, y=255.9375)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=407.8125)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=250.3125)","Coordinate(x=334.76922607421875, y=255.9375)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=362.901123046875, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=407.8125)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=250.3125)","Coordinate(x=340.3955993652344, y=255.9375)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=261.5625)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=300.9375)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=402.1875)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=396.65936279296875, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=250.3125)","Coordinate(x=340.3955993652344, y=255.9375)","Coordinate(x=374.15386962890625, y=255.9375)"
"Coordinate(x=357.27471923828125, y=261.5625)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=357.1875)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=255.9375)","Coordinate(x=362.901123046875, y=250.3125)","Coordinate(x=340.3955993652344, y=250.3125)","Coordinate(x=368.5274963378906, y=255.9375)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=385.4066162109375, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=250.3125)","Coordinate(x=340.3955993652344, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=419.16485595703125, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=492.1875)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=340.3955993652344, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=334.76922607421875, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=340.3955993652344, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=340.3955993652344, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=492.1875)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=492.1875)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=492.1875)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=306.6373596191406, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=334.76922607421875, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=255.9375)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=306.6373596191406, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=250.3125)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=301.010986328125, y=357.1875)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=351.6483459472656, y=239.0625)","Coordinate(x=368.5274963378906, y=244.6875)","Coordinate(x=334.76922607421875, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=357.27471923828125, y=250.3125)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=301.010986328125, y=357.1875)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=402.1875)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=346.02197265625, y=239.0625)","Coordinate(x=362.901123046875, y=239.0625)","Coordinate(x=329.1428527832031, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=351.6483459472656, y=250.3125)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=301.010986328125, y=357.1875)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=402.2857360839844, y=351.5625)","Coordinate(x=413.5384826660156, y=402.1875)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=346.02197265625, y=239.0625)","Coordinate(x=362.901123046875, y=239.0625)","Coordinate(x=329.1428527832031, y=250.3125)","Coordinate(x=374.15386962890625, y=250.3125)"
"Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=301.010986328125, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=396.5625)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=492.1875)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=346.02197265625, y=239.0625)","Coordinate(x=362.901123046875, y=239.0625)","Coordinate(x=329.1428527832031, y=250.3125)","Coordinate(x=374.15386962890625, y=244.6875)"
"Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=301.010986328125, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=402.1875)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=486.5625)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=346.02197265625, y=239.0625)","Coordinate(x=362.901123046875, y=239.0625)","Coordinate(x=329.1428527832031, y=250.3125)","Coordinate(x=374.15386962890625, y=244.6875)"
"Coordinate(x=351.6483459472656, y=244.6875)","Coordinate(x=357.27471923828125, y=295.3125)","Coordinate(x=317.8901062011719, y=295.3125)","Coordinate(x=301.010986328125, y=362.8125)","Coordinate(x=301.010986328125, y=413.4375)","Coordinate(x=396.65936279296875, y=295.3125)","Coordinate(x=407.912109375, y=351.5625)","Coordinate(x=413.5384826660156, y=402.1875)","Coordinate(x=329.1428527832031, y=407.8125)","Coordinate(x=329.1428527832031, y=492.1875)","Coordinate(x=329.1428527832031, y=576.5625)","Coordinate(x=379.7802429199219, y=407.8125)","Coordinate(x=391.0329895019531, y=492.1875)","Coordinate(x=402.2857360839844, y=570.9375)","Coordinate(x=346.02197265625, y=239.0625)","Coordinate(x=362.901123046875, y=239.0625)","Coordinate(x=329.1428527832031, y=250.3125)","Coordinate(x=374.15386962890625, y=244.6875)"
